/*LISTA GERAL CLASSIFICADO POR NOTA*/
450  Administracao – bacharel
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
591879	623.35	507.92	585.94	512.97	700 	AC	518.66	3
583017	574.04	507.92	547.28	550.76	650 	AC	493.63	4
586109	574.04	587.05	740.59	550.76	500 	AC	489.04	5
589342	623.35	468.35	508.61	588.56	450 	AC	428.44	6
591093	524.74	507.92	585.94	626.35	400 	AC	421.13	7
580495	574.04	468.35	624.60	664.14	450 	L1	452.16	1
550371	721.95	587.05	547.28	588.56	650 	L3	537.77	1
581695	672.65	507.92	779.25	588.56	750 	L5	588.36	1
580357	574.04	507.92	624.60	588.56	400 	L7	429.49	1
562248	623.35	507.92	469.95	550.76	400 	L7	405.63	2
571500	524.74	507.92	585.94	361.80	800 	L8	510.37	1

745  Letras - portugues – ingles - licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
585939	623.35	547.48	701.92	777.52	850 	AC	638.68	1
584692	524.74	587.05	779.25	664.14	750 	AC	589.50	2
550186	623.35	547.48	547.28	550.76	850 	AC	575.11	3
552626	721.95	705.76	547.28	588.56	650 	AC	557.56	4
591929	574.04	547.48	547.28	664.14	750 	AC	552.46	5
573815	672.65	626.62	701.92	664.14	550 	AC	541.19	6
558818	524.74	626.62	624.60	588.56	700 	AC	541.05	7
583329	623.35	587.05	701.92	739.73	550 	AC	538.98	8
546630	771.25	468.35	779.25	626.35	550 	AC	537.83	9
547868	574.04	626.62	663.26	550.76	650 	AC	532.75	10
554042	623.35	428.78	624.60	701.94	650 	AC	526.74	11
587706	672.65	507.92	740.59	626.35	550 	AC	521.55	12
591440	574.04	507.92	624.60	437.38	750 	AC	520.96	13
589484	623.35	507.92	585.94	626.35	650 	AC	520.89	14
589211	475.44	468.35	779.25	664.14	600 	AC	511.50	15
591308	623.35	587.05	740.59	626.35	500 	AC	509.86	16
577994	574.04	626.62	585.94	588.56	550 	AC	492.83	17
549425	376.84	587.05	624.60	550.76	600 	AC	470.18	18
551570	524.74	507.92	508.61	512.97	500 	AC	422.67	19
547175	721.95	507.92	663.26	437.38	350 	AC	418.72	20
580506	574.04	547.48	701.92	550.76	300 	AC	409.34	21
559309	475.44	507.92	585.94	626.35	350 	AC	396.24	22
578093	574.04	507.92	663.26	626.35	700 	L1	542.23	1
544216	524.74	468.35	663.26	664.14	650 	L1	517.05	2
558251	623.35	547.48	585.94	550.76	600 	L1	498.22	3
578612	574.04	587.05	624.60	512.97	550 	L1	480.08	4
582488	524.74	468.35	547.28	588.56	450 	L3	418.45	1
562575	574.04	705.76	701.92	777.52	850 	L5	656.84	1
557998	574.04	587.05	663.26	739.73	600 	L5	540.98	2
592461	574.04	587.05	585.94	550.76	750 	L7	546.60	1
578452	623.35	587.05	624.60	664.14	450 	L7	480.16	2
545884	672.65	428.78	624.60	475.18	350 	L7	397.17	3

413  Letras portugues e espanhol – licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
587757	869.86	864.04	740.59	815.32	900 	AC	761.93	1
547087	771.25	903.61	740.59	777.52	850 	AC	729.13	2
549325	919.16	784.90	701.92	701.94	800 	AC	698.29	3
552996	820.55	705.76	701.92	777.52	850 	AC	697.93	4
583692	820.55	705.76	701.92	739.73	850 	AC	691.63	5
547011	721.95	705.76	740.59	890.90	800 	AC	690.17	6
580102	574.04	587.05	740.59	815.32	950 	AC	683.13	7
544025	574.04	705.76	856.57	664.14	900 	AC	680.39	8
545432	771.25	666.19	779.25	739.73	800 	AC	673.04	9
545888	623.35	666.19	624.60	739.73	950 	AC	672.61	10
589942	771.25	705.76	701.92	664.14	850 	AC	670.81	11
583901	820.55	824.47	740.59	739.73	700 	AC	667.86	12
586494	623.35	666.19	663.26	664.14	950 	AC	666.46	13
551781	574.04	626.62	779.25	626.35	950 	AC	664.68	14
577445	574.04	626.62	779.25	701.94	900 	AC	660.61	15
557232	524.74	705.76	740.59	701.94	900 	AC	659.14	16
549326	623.35	587.05	779.25	664.14	900 	AC	655.93	17
556919	672.65	587.05	585.94	701.94	950 	AC	654.90	18
578454	672.65	705.76	779.25	664.14	800 	AC	650.60	19
553131	771.25	705.76	740.59	701.94	750 	AC	650.22	20
583482	623.35	745.33	701.92	739.73	800 	AC	648.69	21
556107	574.04	626.62	701.92	777.52	850 	AC	643.65	22
570411	672.65	784.90	779.25	739.73	700 	AC	643.06	23
588206	524.74	666.19	779.25	701.94	850 	AC	642.32	24
572678	721.95	626.62	740.59	777.52	750 	AC	641.41	25
577832	672.65	666.19	701.92	777.52	750 	AC	633.35	26
547196	721.95	666.19	663.26	664.14	800 	AC	632.89	27
589971	721.95	507.92	779.25	701.94	800 	AC	632.14	28
544222	672.65	745.33	701.92	739.73	700 	AC	623.57	29
581066	721.95	507.92	663.26	664.14	850 	AC	623.18	30
585398	721.95	468.35	663.26	588.56	900 	AC	620.65	31
563677	721.95	666.19	740.59	701.94	700 	AC	618.75	32
562547	771.25	666.19	624.60	664.14	750 	AC	618.00	33
587137	919.16	666.19	663.26	664.14	650 	AC	615.76	34
584175	672.65	587.05	663.26	588.56	850 	AC	615.55	35
589172	623.35	705.76	663.26	512.97	850 	AC	614.52	36
544209	672.65	626.62	701.92	701.94	750 	AC	614.16	37
578875	721.95	824.47	740.59	701.94	600 	AC	611.79	38
562900	721.95	587.05	624.60	550.76	850 	AC	611.03	39
566316	672.65	626.62	779.25	701.94	700 	AC	610.38	40
553258	721.95	705.76	624.60	626.35	750 	AC	610.08	41
583495	672.65	784.90	740.59	664.14	650 	AC	607.35	42
588342	623.35	666.19	701.92	664.14	750 	AC	606.24	43
587756	574.04	705.76	663.26	701.94	750 	AC	604.47	44
571353	524.74	587.05	817.91	701.94	750 	AC	602.24	45
566329	672.65	705.76	779.25	664.14	650 	AC	600.60	46
556953	623.35	666.19	701.92	626.35	750 	AC	599.94	47
583689	820.55	626.62	740.59	626.35	650 	AC	599.32	48
580695	721.95	745.33	817.91	815.32	500 	AC	597.05	49
559512	524.74	468.35	663.26	739.73	850 	AC	596.31	50
548654	672.65	587.05	701.92	626.35	750 	AC	594.96	51
591077	623.35	626.62	701.92	701.94	700 	AC	589.27	52
578539	672.65	587.05	779.25	701.94	650 	AC	587.12	53
563110	574.04	784.90	895.23	777.52	500 	AC	585.58	54
588173	574.04	705.76	817.91	626.35	650 	AC	584.31	55
558866	672.65	547.48	663.26	739.73	700 	AC	584.16	56
547398	623.35	587.05	701.92	701.94	700 	AC	582.68	57
546406	623.35	587.05	663.26	626.35	750 	AC	580.30	58
574161	574.04	587.05	663.26	664.14	750 	AC	578.38	59
582438	623.35	587.05	701.92	664.14	700 	AC	576.38	60
586512	475.44	705.76	701.92	588.56	750 	AC	575.58	61
577105	623.35	666.19	547.28	626.35	750 	AC	574.16	62
580541	721.95	587.05	663.26	588.56	700 	AC	573.77	63
580876	623.35	705.76	701.92	626.35	650 	AC	573.20	64
548668	721.95	626.62	508.61	588.56	750 	AC	571.26	65
563047	574.04	626.62	817.91	626.35	650 	AC	571.12	66
586814	524.74	626.62	624.60	664.14	750 	AC	570.32	67
587266	672.65	587.05	508.61	664.14	750 	AC	569.04	68
577864	524.74	626.62	663.26	701.94	700 	AC	566.40	69
547026	771.25	745.33	663.26	626.35	550 	AC	564.67	70
566181	623.35	626.62	701.92	739.73	600 	AC	562.24	71
586183	672.65	626.62	624.60	664.14	650 	AC	561.64	72
584243	574.04	626.62	663.26	701.94	650 	AC	557.95	73
543937	672.65	745.33	779.25	664.14	500 	AC	557.20	74
563776	574.04	587.05	740.59	550.76	700 	AC	555.71	75
587939	623.35	547.48	624.60	550.76	750 	AC	554.67	76
572644	721.95	547.48	585.94	588.56	700 	AC	554.29	77
587560	524.74	626.62	740.59	550.76	700 	AC	554.09	78
576135	524.74	626.62	701.92	588.56	700 	AC	553.94	79
582359	574.04	587.05	663.26	512.97	750 	AC	553.19	80
587919	475.44	547.48	701.92	701.94	700 	AC	551.43	81
584618	524.74	587.05	624.60	588.56	750 	AC	551.13	82
582334	524.74	666.19	663.26	664.14	650 	AC	550.02	83
546180	623.35	666.19	624.60	701.94	600 	AC	549.65	84
590986	524.74	626.62	624.60	739.73	650 	AC	549.58	85
576900	574.04	626.62	701.92	512.97	700 	AC	549.56	86
546579	721.95	587.05	740.59	664.14	550 	AC	549.26	87
545363	574.04	705.76	585.94	739.73	600 	AC	547.88	88
546499	623.35	587.05	701.92	588.56	650 	AC	547.11	89
545736	623.35	666.19	701.92	701.94	550 	AC	545.87	90
545222	672.65	547.48	701.92	664.14	600 	AC	544.67	91
586838	574.04	626.62	547.28	437.38	800 	AC	544.52	92
584633	721.95	507.92	663.26	588.56	650 	AC	543.92	93
571567	574.04	507.92	547.28	550.76	800 	AC	543.63	94
590499	475.44	626.62	701.92	475.18	750 	AC	543.50	95
548187	721.95	666.19	663.26	626.35	550 	AC	543.26	96
577609	574.04	587.05	585.94	626.35	700 	AC	542.53	97
561867	623.35	705.76	740.59	701.94	500 	AC	542.24	98
557023	574.04	666.19	663.26	664.14	600 	AC	541.57	99
555888	623.35	626.62	624.60	588.56	650 	AC	540.82	100
558224	574.04	547.48	701.92	512.97	700 	AC	536.37	101
560130	623.35	507.92	701.92	701.94	600 	AC	536.15	102
573171	574.04	468.35	585.94	701.94	700 	AC	535.35	103
559354	623.35	626.62	701.92	475.18	650 	AC	534.81	104
553500	524.74	705.76	663.26	626.35	600 	AC	533.65	105
558757	623.35	507.92	585.94	588.56	700 	AC	531.26	106
552895	672.65	428.78	547.28	550.76	750 	AC	530.21	107
591160	623.35	507.92	663.26	701.94	600 	AC	529.71	108
565529	820.55	547.48	701.92	626.35	500 	AC	529.69	109
544791	672.65	547.48	585.94	588.56	650 	AC	529.41	110
551518	574.04	626.62	663.26	626.35	600 	AC	528.68	111
558097	574.04	666.19	779.25	664.14	500 	AC	527.57	112
557074	672.65	587.05	624.60	588.56	600 	AC	525.78	113
557949	524.74	587.05	508.61	550.76	750 	AC	525.50	114
583291	574.04	705.76	701.92	588.56	550 	AC	525.35	115
561578	524.74	626.62	624.60	588.56	650 	AC	524.39	116
554997	721.95	468.35	663.26	701.94	550 	AC	522.88	117
586788	574.04	547.48	663.26	664.14	600 	AC	521.79	118
570106	623.35	547.48	547.28	626.35	650 	AC	521.04	119
574793	524.74	745.33	508.61	664.14	600 	AC	520.77	120
590188	524.74	626.62	663.26	626.35	600 	AC	520.46	121
565813	672.65	507.92	740.59	512.97	600 	AC	519.32	122
592747	672.65	705.76	663.26	588.56	500 	AC	518.67	123
577903	524.74	705.76	585.94	588.56	600 	AC	514.47	124
583691	672.65	626.62	547.28	550.76	600 	AC	513.19	125
559430	672.65	507.92	663.26	550.76	600 	AC	512.73	126
589595	574.04	666.19	779.25	664.14	450 	AC	510.91	127
588514	524.74	705.76	624.60	626.35	550 	AC	510.54	128
577653	574.04	547.48	740.59	512.97	600 	AC	509.48	129
556597	574.04	587.05	585.94	626.35	600 	AC	509.20	130
553945	524.74	507.92	585.94	739.73	600 	AC	506.69	131
545770	524.74	507.92	585.94	626.35	650 	AC	504.46	132
552983	574.04	547.48	469.95	550.76	700 	AC	504.01	133
584453	524.74	626.62	701.92	588.56	550 	AC	503.94	134
586499	623.35	547.48	740.59	626.35	500 	AC	503.26	135
547466	623.35	705.76	701.92	701.94	400 	AC	502.46	136
590163	475.44	547.48	663.26	739.73	550 	AC	501.29	137
572964	623.35	547.48	624.60	626.35	550 	AC	500.60	138
578804	623.35	547.48	585.94	664.14	550 	AC	500.45	139
591171	574.04	507.92	624.60	512.97	650 	AC	500.22	140
566993	475.44	626.62	663.26	550.76	600 	AC	499.65	141
589918	672.65	587.05	663.26	588.56	500 	AC	498.89	142
580987	524.74	468.35	547.28	664.14	650 	AC	497.72	143
549171	623.35	547.48	392.63	437.38	750 	AC	497.11	144
555515	574.04	547.48	624.60	550.76	600 	AC	496.45	145
562849	574.04	547.48	585.94	588.56	600 	AC	496.30	146
575115	672.65	507.92	624.60	588.56	550 	AC	495.92	147
592815	524.74	547.48	624.60	588.56	600 	AC	494.53	148
584892	574.04	428.78	624.60	437.38	700 	AC	491.10	149
587975	524.74	587.05	663.26	588.56	550 	AC	490.90	150
589458	623.35	507.92	508.61	512.97	650 	AC	489.11	151
557748	524.74	666.19	547.28	512.97	600 	AC	488.83	152
579030	376.84	745.33	585.94	739.73	500 	AC	488.27	153
557619	672.65	626.62	585.94	550.76	500 	AC	486.30	154
583452	623.35	626.62	469.95	512.97	600 	AC	485.78	155
581634	672.65	507.92	663.26	588.56	500 	AC	485.70	156
578929	623.35	507.92	585.94	512.97	600 	AC	485.33	157
554101	623.35	626.62	624.60	550.76	500 	AC	484.52	158
561600	623.35	587.05	624.60	588.56	500 	AC	484.23	159
566785	574.04	468.35	663.26	512.97	600 	AC	483.40	160
561567	574.04	507.92	740.59	588.56	500 	AC	482.15	161
575879	475.44	547.48	585.94	588.56	600 	AC	479.87	162
552468	574.04	587.05	547.28	588.56	550 	AC	479.79	163
588640	672.65	547.48	469.95	701.94	500 	AC	478.97	164
576581	672.65	547.48	585.94	550.76	500 	AC	473.11	165
586332	524.74	626.62	547.28	550.76	550 	AC	471.87	166
590420	623.35	547.48	585.94	588.56	500 	AC	471.19	167
590776	623.35	468.35	431.29	512.97	650 	AC	469.63	168
557724	574.04	626.62	508.61	626.35	500 	AC	469.57	169
559774	524.74	587.05	663.26	550.76	500 	AC	467.94	170
558358	574.04	547.48	469.95	626.35	550 	AC	466.61	171
590830	574.04	587.05	663.26	588.56	450 	AC	465.79	172
588459	574.04	626.62	547.28	550.76	500 	AC	463.42	173
554847	574.04	547.48	624.60	550.76	500 	AC	463.12	174
590450	623.35	587.05	547.28	626.35	450 	AC	460.97	175
575182	524.74	587.05	701.92	664.14	400 	AC	459.94	176
584975	524.74	587.05	624.60	626.35	450 	AC	457.43	177
587859	475.44	547.48	663.26	475.18	550 	AC	457.20	178
556363	524.74	626.62	663.26	437.38	500 	AC	455.64	179
584071	475.44	587.05	508.61	475.18	600 	AC	454.68	180
556879	623.35	626.62	663.26	626.35	350 	AC	453.56	181
571190	623.35	547.48	547.28	512.97	500 	AC	452.15	182
569989	524.74	468.35	547.28	588.56	550 	AC	451.79	183
551904	574.04	587.05	547.28	512.97	500 	AC	450.53	184
590422	475.44	507.92	508.61	512.97	600 	AC	447.79	185
585702	574.04	547.48	547.28	512.97	500 	AC	443.93	186
556063	623.35	507.92	431.29	512.97	550 	AC	442.89	187
586001	574.04	547.48	701.92	550.76	400 	AC	442.67	188
549322	524.74	587.05	779.25	550.76	350 	AC	437.27	189
580345	623.35	507.92	547.28	550.76	450 	AC	435.18	190
592232	475.44	547.48	701.92	588.56	400 	AC	432.54	191
592595	623.35	507.92	740.59	739.73	250 	AC	432.23	192
586898	623.35	587.05	740.59	550.76	300 	AC	430.59	193
573856	574.04	626.62	624.60	664.14	300 	AC	428.54	194
589658	574.04	547.48	547.28	588.56	400 	AC	423.19	195
576942	376.84	428.78	624.60	626.35	500 	AC	423.06	196
588077	574.04	666.19	547.28	739.73	250 	AC	418.17	197
561403	672.65	507.92	508.61	437.38	450 	AC	418.06	198
584555	574.04	587.05	585.94	475.18	400 	AC	417.34	199
592189	771.25	547.48	392.63	399.59	450 	AC	415.46	200
553421	524.74	507.92	508.61	664.14	400 	AC	414.54	201
545695	574.04	468.35	469.95	588.56	450 	AC	413.78	202
590218	475.44	507.92	701.92	399.59	450 	AC	411.11	203
559105	623.35	507.92	663.26	475.18	350 	AC	408.58	204
573934	524.74	587.05	431.29	512.97	450 	AC	406.31	205
588371	524.74	507.92	663.26	550.76	350 	AC	404.75	206
585629	524.74	507.92	431.29	475.18	500 	AC	403.49	207
591249	623.35	507.92	547.28	626.35	300 	AC	397.78	208
548014	574.04	547.48	585.94	588.56	300 	AC	396.30	209
587537	574.04	587.05	547.28	475.18	350 	AC	394.23	210
572199	574.04	587.05	547.28	550.76	300 	AC	390.16	211
558751	574.04	587.05	508.61	475.18	350 	AC	387.78	212
578355	574.04	507.92	508.61	550.76	350 	AC	387.19	213
589308	574.04	468.35	624.60	550.76	300 	AC	383.26	214
583905	672.65	547.48	469.95	626.35	250 	AC	383.04	215
589260	524.74	587.05	469.95	626.35	300 	AC	381.65	216
548101	623.35	468.35	469.95	512.97	350 	AC	376.07	217
564644	574.04	468.35	469.95	399.59	400 	AC	365.62	218
545837	524.74	507.92	547.28	475.18	300 	AC	356.15	219
588729	672.65	547.48	431.29	475.18	250 	AC	351.40	220
590122	376.84	507.92	431.29	437.38	350 	AC	322.54	221
547600	475.44	547.48	547.28	437.38	550 	L8	431.57	1

432  Letras portugues e ingles - licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
592704	574.04	547.48	740.59	626.35	850 	AC	611.71	1
589972	376.84	547.48	740.59	664.14	800 	AC	568.48	2
571921	574.04	587.05	508.61	550.76	850 	AC	567.05	3
587647	376.84	587.05	469.95	626.35	600 	AC	457.00	4
583984	475.44	547.48	663.26	512.97	500 	AC	446.83	5
582984	475.44	507.92	508.61	512.97	350 	AC	364.46	6
590832	524.74	587.05	508.61	626.35	650 	L1	504.76	1
587748	475.44	468.35	585.94	475.18	550 	L8	431.12	1

722  Letras – portugues e espanhol - licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
587389	672.65	507.92	624.60	664.14	650 	L1	541.85	1
592165	623.35	547.48	585.94	475.18	600 	L1	485.63	2
559438	672.65	507.92	624.60	626.35	700 	L5	552.22	1
591147	574.04	507.92	547.28	512.97	300 	L5	370.67	2

2912  Letras – portugues e espanhol - licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
569183	524.74	745.33	701.92	701.94	950 	AC	675.91	1
568766	574.04	626.62	701.92	701.94	750 	AC	598.40	2
550347	524.74	587.05	779.25	739.73	750 	AC	595.52	3
589893	672.65	547.48	624.60	626.35	700 	AC	575.30	4
580204	721.95	666.19	547.28	664.14	600 	AC	560.02	5
581126	574.04	745.33	585.94	512.97	700 	AC	556.37	6
543663	574.04	428.78	701.92	437.38	750 	AC	540.60	7
586879	672.65	507.92	740.59	664.14	550 	AC	533.32	8
578925	574.04	587.05	547.28	588.56	550 	AC	484.95	9
549370	475.44	547.48	779.25	701.94	450 	AC	461.02	10
586048	574.04	468.35	469.95	550.76	550 	AC	455.72	11
574491	623.35	428.78	585.94	550.76	450 	AC	440.10	12
559188	524.74	507.92	624.60	588.56	500 	L1	453.65	1
548716	574.04	587.05	508.61	437.38	450 	L1	423.72	2
543725	623.35	626.62	547.28	475.18	500 	L8	469.30	1
591132	524.74	587.05	624.60	437.38	550 	L9	463.40	1

2913  Letras – portugues e ingles - licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
544930	820.55	547.48	856.57	588.56	800 	AC	674.05	1
574766	475.44	587.05	779.25	739.73	950 	AC	658.19	2
550559	672.65	587.05	701.92	664.14	850 	AC	650.88	3
571378	623.35	666.19	740.59	701.94	800 	AC	639.26	4
544028	721.95	666.19	701.92	777.52	700 	AC	631.02	5
545842	524.74	626.62	624.60	739.73	850 	AC	618.64	6
561739	721.95	547.48	624.60	664.14	750 	AC	611.10	7
576915	771.25	626.62	856.57	701.94	600 	AC	610.78	8
591522	623.35	468.35	547.28	701.94	850 	AC	609.11	9
579227	672.65	547.48	701.92	626.35	750 	AC	603.71	10
544857	672.65	547.48	547.28	664.14	750 	AC	589.11	11
564901	721.95	666.19	856.57	664.14	550 	AC	579.93	12
550620	574.04	507.92	701.92	664.14	750 	AC	578.84	13
589402	574.04	587.05	701.92	550.76	750 	AC	574.56	14
589295	623.35	626.62	701.92	550.76	700 	AC	573.08	15
567601	672.65	547.48	779.25	550.76	650 	AC	566.43	16
556958	672.65	547.48	701.92	588.56	650 	AC	561.49	17
580659	672.65	507.92	663.26	475.18	700 	AC	556.29	18
571236	672.65	626.62	547.28	512.97	650 	AC	542.60	19
552976	574.04	547.48	624.60	550.76	700 	AC	541.20	20
590620	672.65	587.05	856.57	664.14	500 	AC	538.96	21
571451	475.44	507.92	624.60	739.73	700 	AC	535.22	22
544564	672.65	705.76	663.26	664.14	500 	AC	529.64	23
584378	574.04	547.48	508.61	399.59	750 	AC	526.55	24
562997	574.04	507.92	508.61	399.59	750 	AC	521.61	25
553404	623.35	547.48	740.59	626.35	550 	AC	521.22	26
589516	623.35	507.92	585.94	512.97	650 	AC	520.27	27
550010	672.65	666.19	663.26	626.35	500 	AC	519.97	28
589405	672.65	587.05	701.92	664.14	500 	AC	519.63	29
551457	623.35	626.62	817.91	588.56	500 	AC	517.30	30
584495	524.74	468.35	585.94	550.76	700 	AC	514.15	31
546106	376.84	587.05	624.60	664.14	700 	AC	511.01	32
591910	574.04	626.62	701.92	588.56	550 	AC	509.23	33
576746	672.65	547.48	701.92	739.73	450 	AC	505.38	34
550726	574.04	468.35	701.92	550.76	600 	AC	503.47	35
556720	574.04	507.92	817.91	664.14	450 	AC	480.84	36
580119	524.74	705.76	701.92	664.14	450 	AC	478.74	37
548226	623.35	547.48	585.94	664.14	450 	AC	469.11	38
546873	574.04	428.78	547.28	588.56	550 	AC	465.17	39
552853	574.04	428.78	701.92	550.76	500 	AC	461.02	40
581655	672.65	507.92	585.94	399.59	450 	AC	443.42	41
590884	672.65	507.92	663.26	512.97	350 	AC	429.76	42
559192	524.74	547.48	508.61	512.97	450 	AC	415.90	43
576870	623.35	547.48	663.26	588.56	300 	AC	413.08	44
591977	475.44	468.35	547.28	550.76	350 	AC	365.74	45
579129	623.35	626.62	856.57	701.94	800 	L1	648.81	1
545898	524.74	587.05	624.60	588.56	950 	L1	632.29	2
586633	574.04	547.48	508.61	588.56	750 	L1	550.17	3
557985	574.04	468.35	624.60	475.18	700 	L1	521.86	4
577466	574.04	547.48	740.59	664.14	550 	L1	513.62	5
556750	574.04	547.48	663.26	664.14	550 	L1	503.95	6
577370	623.35	428.78	585.94	664.14	550 	L1	491.77	7
557163	623.35	468.35	585.94	664.14	500 	L1	477.97	8
591039	721.95	626.62	740.59	739.73	750 	L3	644.94	1
568367	475.44	507.92	624.60	475.18	650 	L3	483.40	2
551509	574.04	547.48	663.26	550.76	500 	L3	471.03	3
561026	623.35	507.92	701.92	664.14	950 	L5	666.16	1
544523	672.65	507.92	663.26	664.14	900 	L5	654.91	2
557664	721.95	626.62	817.91	664.14	750 	L5	645.15	3
581551	623.35	507.92	856.57	626.35	850 	L5	643.27	4
577076	672.65	705.76	779.25	701.94	650 	L5	605.11	5
589698	721.95	587.05	740.59	739.73	650 	L5	602.49	6
574914	721.95	507.92	779.25	626.35	650 	L5	583.26	7
553955	574.04	626.62	740.59	512.97	700 	L5	560.86	8
588614	475.44	468.35	508.61	588.56	750 	L5	515.63	9
553976	672.65	428.78	663.26	664.14	550 	L5	513.77	10
580641	574.04	587.05	701.92	626.35	450 	L5	471.51	11
557770	623.35	468.35	547.28	588.56	750 	L7	557.44	1
580953	574.04	428.78	547.28	512.97	750 	L7	530.72	2

740  Letras – portugues e literatura – licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
544121	623.35	745.33	701.92	701.94	850 	AC	659.06	1
566039	574.04	626.62	701.92	701.94	850 	AC	631.06	2
546458	623.35	547.48	585.94	664.14	700 	AC	550.45	3
587020	524.74	507.92	740.59	550.76	650 	AC	517.64	4
573811	574.04	587.05	469.95	588.56	450 	AC	433.57	5

2203  Matematica – bacharel
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
578288	919.16	745.33	779.25	777.52	750 	AC	700.51	1
582454	721.95	626.62	663.26	701.94	750 	AC	615.93	2
547281	771.25	626.62	701.92	701.94	650 	AC	597.26	3
584638	721.95	587.05	779.25	701.94	650 	AC	595.33	4
563394	721.95	547.48	779.25	739.73	550 	AC	561.70	5
565779	524.74	468.35	663.26	475.18	850 	AC	552.22	6
569580	524.74	507.92	701.92	399.59	700 	AC	502.66	7
558642	623.35	547.48	585.94	664.14	450 	AC	467.12	8
560224	524.74	507.92	508.61	475.18	500 	L1	416.38	1
580713	623.35	507.92	740.59	626.35	700 	L3	563.33	1
589176	672.65	547.48	585.94	512.97	650 	L5	516.81	1

447  Matematica – licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
579948	672.65	626.62	701.92	512.97	600 	AC	530.26	1
572061	524.74	468.35	663.26	588.56	800 	L1	526.32	1
549903	574.04	626.62	624.60	588.56	650 	L3	530.21	1
565150	574.04	468.35	547.28	437.38	850 	L4	509.49	1
579886	475.44	587.05	547.28	437.38	500 	L4	429.32	2
550991	524.74	507.92	469.95	588.56	350 	L4	381.44	3
553607	574.04	507.92	585.94	550.76	550 	L7	456.80	1

553  Matematica – licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
557207	721.95	626.62	585.94	626.35	700 	L1	548.53	1
576542	524.74	587.05	508.61	475.18	300 	L3	375.48	1
591484	574.04	547.48	585.94	550.76	700 	L7	488.01	1

789  Matematica – licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
571246	623.35	666.19	817.91	588.56	850 	AC	646.30	1
557934	721.95	547.48	740.59	626.35	750 	AC	603.03	2
558927	574.04	666.19	624.60	588.56	800 	AC	589.20	3
557993	574.04	666.19	585.94	550.76	700 	AC	543.12	4
584969	623.35	824.47	740.59	701.94	400 	AC	528.69	5
545203	623.35	507.92	663.26	701.94	550 	AC	513.04	6
556659	672.65	666.19	624.60	588.56	500 	AC	505.63	7
564419	672.65	666.19	469.95	626.35	550 	AC	502.82	8
577703	524.74	507.92	547.28	588.56	400 	AC	408.38	9
591959	524.74	468.35	547.28	475.18	350 	AC	366.22	10
590761	574.04	547.48	508.61	550.76	600 	L3	477.12	1
569376	623.35	626.62	740.59	664.14	850 	L7	639.42	1

904  Matematica – licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
579445	574.04	547.48	469.95	664.14	550 	AC	467.73	1
591774	623.35	626.62	469.95	437.38	400 	AC	422.13	2
576665	524.74	587.05	508.61	588.56	800 	L1	538.15	1
556610	524.74	507.92	392.63	588.56	700 	L1	470.40	2
550806	524.74	626.62	663.26	512.97	650 	L3	517.89	1
591577	623.35	428.78	663.26	437.38	550 	L3	436.08	2

1801  Matematica – licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
590339	672.65	587.05	624.60	701.94	550 	AC	523.61	1
571697	672.65	507.92	624.60	664.14	550 	AC	500.22	2
553198	475.44	428.78	585.94	550.76	250 	AC	354.54	3
579541	623.35	587.05	663.26	550.76	850 	L1	551.25	1
568369	524.74	547.48	663.26	588.56	900 	L1	541.17	2
576537	574.04	547.48	508.61	588.56	250 	L1	390.10	3
576226	623.35	507.92	508.61	512.97	250 	L4	376.93	1

2202  Matematica – licenciatura
INSC	V_LIN	V_MAT	V_NAT	V_HUM	RED	COTA	NOTA FINAL	CLASSIFICAÇÃO
572583	820.55	745.33	895.23	739.73	700 	AC	676.53	1
